Event, subcl, eta_center, phi_center, time_center, eta_sig, phi_sig, etaphi_cov, timeeta_cov, energy, sw+
4199, 0, 0.847201, 3.41503, 0.159611, 0.0194362, 0.0187108, 0.0140575, 0.0895614, 38.5867, 1.20969
4204, 0, -0.303494, 3.26115, 0.143324, 0.0197199, 0.0198375, -0.0547999, 0.0484448, 69.9072, 0.903588
4208, 0, -0.639898, 0.879968, -0.0951342, 0.0197332, 0.019792, 0.0121351, -0.0540565, 538.756, 0.517267
4214, 0, 0.0693826, 3.97993, 0.230708, 0.018397, 0.0193794, -0.0206841, 0.27533, 35.9251, 0.631284
4215, 0, -1.18998, 4.38696, 0.0438121, 0.020184, 0.0386463, 0.263662, -0.00289948, 142.829, 0.623746
4228, 0, -0.817214, 4.62025, 0.319277, 0.0264792, 0.0775034, 0.134539, -0.111844, 28.1903, 1.09479
4235, 0, 0.593584, 0.881168, -0.258006, 0.0183427, 0.0191492, 0.000261101, -0.129236, 60.2529, 0.0919351
4236, 0, -0.103674, 5.13549, -0.0902679, 0.0183245, 0.0374635, -0.000227984, -0.0450165, 101.819, 0.214558
4237, 0, 0.102463, 3.57681, -0.238045, 0.0191894, 0.0232787, -0.0198082, 0.322225, 47.0708, 0.169746
4239, 0, 0.885722, 1.60734, 0.245035, 0.0194708, 0.0206755, -0.00928522, -0.0808397, 690.222, 1.34685
4244, 0, -1.25143, 3.03566, 0.411821, 0.0202336, 0.0237564, 0.0603234, -0.082039, 179.011, 0.933355
4250, 0, -0.720645, 3.20422, 0.113095, 0.0200611, 0.019546, -0.0193529, 0.141891, 639.184, 0.938673
4253, 0, -0.565252, 5.74608, 0.198714, 0.0197383, 0.020603, 0.011956, 0.0793316, 227.159, 0.820133
4255, 0, 1.01154, 0.594709, -0.00180557, 0.0197037, 0.0351651, 0.129686, 0.0775248, 34.464, 0.351704
4257, 0, 0.555227, 0.546651, 0.0730514, 0.0193861, 0.0204651, 0.0073427, -0.0509041, 634.968, 0.663583
4258, 0, 1.12044, 1.80091, 0.0532577, 0.0197095, 0.02484, 0.045741, -0.195188, 361.886, 1.22126
4276, 0, -0.10761, 2.80491, -0.275108, 0.0190301, 0.0192555, -0.0363643, 0.0964322, 56.7925, 0.474947
4279, 0, -0.132047, 3.76321, -0.657231, 0.0224009, 0.018116, -0.0235624, -0.412371, 9.91957, 1.23189
4280, 0, 0.819853, 3.72391, -0.106558, 0.0202893, 0.0224579, -0.0192063, 0.0521869, 95.2904, 0.639221
4290, 0, 0.855072, 0.572371, -0.056404, 0.0184468, 0.0192991, 0.0106551, 0.0116254, 401.502, 0.308096
4298, 0, -0.379577, 4.77178, 0.00172543, 0.0187902, 0.019278, -0.00359965, -0.0968828, 451.436, 0.297439
4301, 0, 0.0105725, 5.60665, 0.494625, 0.0187294, 0.0198014, -0.0422443, -0.137844, 121.163, 0.422028
4305, 0, -1.40895, 5.54749, 0.333048, 0.0183566, 0.0218198, 0.00887123, -0.160177, 771.094, 0.545743
4306, 0, -0.44301, 0.185605, 0.0782729, 0.0205492, 0.0289164, 0.0454486, 0.10863, 39.8735, 0.205954
4311, 0, -0.804182, 5.51937, 0.178234, 0.019027, 0.0242932, -0.0888499, 0.0736858, 101.971, 0.832006
4312, 0, 0.156967, 2.35887, -0.298682, 0.0187608, 0.020025, -0.00369284, -0.0107762, 272.788, 0.733246
436, 0, -0.401131, 6.11827, 0.324527, 0.0183768, 0.0185555, 0.00391223, 0.0852387, 34.887, 0.134347
4321, 0, -1.203, 4.65078, -0.0762248, 0.0181592, 0.0183451, 0.00481967, 0.0318418, 60.0362, 0.162993
4322, 0, -0.905082, 3.06414, 0.176869, 0.0239795, 0.0186818, -0.0450277, -0.271326, 16.2222, 1.00255
4324, 0, -1.41077, 1.00429, -0.110807, 0.0189237, 0.0220957, 0.0169786, -0.0465459, 485.371, 0.282298
4330, 0, 0.991958, 0.707269, 0.301568, 0.0239022, 0.0201507, 0.162481, 0.373381, 17.5686, 0.9561
4342, 0, -0.0993719, 0.956393, 0.360957, 0.0206809, 0.021966, 0.18732, -0.124007, 27.7624, 0.5778
4345, 0, 0.489495, 2.67329, -0.20027, 0.0201906, 0.024263, 0.138647, 0.143781, 356.116, 1.60273
4353, 0, 0.609315, 2.02069, 0.0800095, 0.0184347, 0.0188482, -0.00611547, 0.21197, 50.844, 0.342693
4363, 0, -0.73063, 5.16957, 0.1402, 0.0183766, 0.0369272, 0.0823805, 0.0891384, 80.5604, 0.243412
4369, 0, 0.935594, 3.09081, 0.334913, 0.0222939, 0.0231675, -0.0412275, 0.0288523, 201.331, 0.495582
4380, 0, -0.0139743, 0.322921, 0.251252, 0.0193328, 0.019089, -0.022039, 0.0808544, 431.153, 0.202286
4385, 0, 0.242096, 0.480367, 0.183703, 0.0186128, 0.0207634, 0.00435035, 0.0423519, 266.149, 0.222292
4387, 0, -1.39965, 3.14328, 0.120313, 0.0202823, 0.0286035, 0.127485, -0.199425, 136.363, 0.38193
4390, 0, 1.03269, 1.50788, 0.0605581, 0.0196848, 0.0183515, -0.00972583, 0.254158, 347.525, 0.73224
4392, 0, 0.305692, 1.64988, 0.232606, 0.0194155, 0.0185697, -0.00862085, 0.162742, 206.275, 0.677712
4396, 0, -0.294639, 0.272459, 0.199549, 0.0206376, 0.0183252, -0.0300665, -0.187327, 51.9971, 0.387569
4404, 0, 0.454372, 2.42068, -0.00372739, 0.0187358, 0.019392, -0.00655134, -0.0775789, 144.972, 0.232429
445, 0, 0.745595, 0.534692, 0.303033, 0.018296, 0.0184403, 0.00194307, 0.0638823, 53.8894, 0.140341
447, 0, -1.30803, 0.619017, -0.2031, 0.0191295, 0.0194449, 0.00212838, 0.0545651, 918.107, 0.24916
4411, 0, 0.259888, 0.19701, 0.230493, 0.0181967, 0.0194273, 0.00399732, -0.0127572, 37.1137, 0.594499
4413, 0, 0.257333, 3.8498, 0.161914, 0.0186499, 0.0186178, -0.0043942, -0.0333856, 46.2483, 0.300249
4414, 0, -0.938711, 4.09102, 0.132775, 0.019277, 0.0193842, -0.00831646, -0.138137, 850.387, 0.336868
4429, 0, -0.901994, 0.671813, -0.0570516, 0.01981, 0.0189816, 0.0042139, 0.0564308, 402.713, 0.551989
4435, 0, -0.378308, 3.90242, 0.0904789, 0.0195611, 0.019732, 0.0117049, -0.093393, 419.99, 0.374558
4438, 0, 0.730539, 2.66353, -0.348054, 0.018284, 0.0183821, -0.0109167, -0.0403356, 51.7895, 0.162778
4447, 0, 1.30358, 3.14813, 0.319722, 0.0190678, 0.0466792, 0.116275, -0.0613862, 112.789, 1.08443
4457, 0, -0.974383, 4.28439, -0.0355294, 0.018492, 0.0193828, 0.00524592, -0.00393039, 746.802, 0.223792
4458, 0, -1.11258, 3.54729, 0.314045, 0.0186008, 0.0515579, -0.206291, -0.176538, 65.9889, 0.370916
4461, 0, -0.766121, 4.10249, 0.831505, 0.0222188, 0.0657033, 0.113107, 0.163612, 23.3095, 0.704268
4462, 0, 0.524818, 3.02975, -0.0581464, 0.0185076, 0.0187054, 0.00156032, -0.0351088, 335.249, 0.162898
4474, 0, 0.94516, 5.698, 0.347506, 0.0196476, 0.0191099, 0.0101911, 0.0521664, 847.065, 0.38923
4478, 0, 1.08056, 5.60828, 0.218005, 0.0190289, 0.0192718, -0.00459732, -0.201205, 656.697, 0.31137
4481, 0, -1.09453, 4.69312, -0.0719299, 0.0183727, 0.0202257, 0.00385223, -0.0662101, 142.957, 0.938607
4485, 0, 1.21902, 5.38297, 0.00312927, 0.0183875, 0.0186785, 0.000243053, 0.137778, 84.44, 0.218988
45, 0, -0.508639, 0.796117, -0.12321, 0.0184492, 0.0193085, -0.00960244, 0.0420398, 74.2506, 0.33682
46, 0, -0.544806, 3.79078, -0.189503, 0.0190229, 0.0285437, 0.0573559, -0.0644236, 33.1815, 0.253398
50, 0, 0.0615524, 0.526854, 0.228346, 0.0220799, 0.0257816, -0.0397351, -0.0185976, 149.628, 0.495203
452, 0, 0.325393, 2.1995, 0.211126, 0.0194302, 0.0201828, 0.00974889, 0.0544007, 454.875, 0.983406
455, 0, -0.167714, 2.42952, 0.807307, 0.0210675, 0.0203581, -0.151499, -0.0222004, 13.793, 0.406996
457, 0, -0.806879, 0.538439, 0.259246, 0.0193222, 0.0200451, -0.0162706, 0.113478, 367.753, 0.454852
4500, 0, -0.151005, 3.36107, 0.525501, 0.0191171, 0.0184577, -0.00532495, -0.11133, 33.0422, 0.466869
4511, 0, -0.778862, 2.47486, -0.216565, 0.0188021, 0.01984, 0.0122757, -0.101606, 104.838, 0.597959
4515, 0, -0.884607, 1.61831, 0.175551, 0.0192766, 0.0191103, -0.00459433, 0.0755786, 73.9016, 0.642425
4516, 0, 0.628674, 0.759212, -0.0341744, 0.0183986, 0.0463198, -0.031199, -0.0882956, 57.4922, 0.278526
4526, 0, 0.828089, 3.11911, -0.158018, 0.0199723, 0.0195189, 0.0137769, -0.100475, 745.337, 0.885013
4529, 0, -1.14667, 5.60269, -0.0250327, 0.0222788, 0.0266843, -0.055903, -0.0164254, 141.982, 0.143388
4532, 0, 0.820504, 3.73571, -0.0185271, 0.0188837, 0.0207047, -0.031444, 0.201115, 259.692, 0.797888
4533, 0, -0.741603, 4.11258, 0.0336136, 0.0203228, 0.0185477, 0.00681153, -0.0927904, 78.7705, 0.594538
4543, 0, -1.36484, 5.01193, -0.156045, 0.0198812, 0.0215974, 0.0234829, -0.115761, 686.677, 0.99247
4549, 0, 0.872463, 0.256858, -0.260305, 0.0184825, 0.0198516, -0.00181078, -0.0364387, 417.328, 0.206793
4554, 0, -0.294813, 0.771394, 0.122355, 0.018365, 0.0196683, 0.000621872, -0.00610101, 434.014, 0.436772
4557, 0, 1.12201, 3.25517, -0.346964, 0.0224859, 0.0406121, -0.0688047, -0.0733098, 27.8015, 0.642781
4558, 0, 0.537609, 2.29059, 0.0383694, 0.0194206, 0.0201486, 0.012159, -0.0297176, 438.68, 1.08021
4561, 0, 0.661815, 0.844374, 0.147053, 0.0180372, 0.0182952, -0.0125957, 0.132893, 38.3195, 0.172603
4568, 0, -0.933475, 3.06506, 1.29064, 0.0215641, 0.0182194, -0.00434313, -0.242527, 15.7735, 1.21032
4575, 0, -0.10399, 1.54093, 0.0994441, 0.0187576, 0.0222236, -0.00309968, -0.076827, 407.966, 0.167154
461, 0, -1.31587, 3.58558, -0.135592, 0.0230589, 0.0283051, -0.298759, 0.0137316, 30.5149, 1.53829
4601, 0, -1.37417, 2.62566, -0.135389, 0.0188645, 0.0199314, 0.00379019, -0.185907, 844.117, 0.126203
4606, 0, 0.331442, 2.48866, 0.211132, 0.0192759, 0.0193515, 0.00821702, -0.0387384, 437.056, 0.278073
4609, 0, -1.07945, 0.0107497, 0.0821805, 0.0185857, 0.018547, -0.0156245, 0.03237, 549.105, 0.257551
4614, 0, 1.1143, 2.22809, 0.0794068, 0.019163, 0.030495, -0.0258606, -0.0725274, 493.475, 0.941295
4624, 0, 0.00802237, 3.76915, 0.029264, 0.0200835, 0.0209412, -0.0927929, 0.0924365, 353.725, 0.488148
4626, 0, -0.225531, 0.515471, 0.018273, 0.0183981, 0.0219061, 0.048473, -0.0691932, 44.7124, 0.178767
4634, 0, 0.909348, 1.21462, 0.194023, 0.0185952, 0.0543736, -0.0758902, 0.00801974, 57.43, 0.202122
4639, 0, -0.0249131, 3.72818, -0.236663, 0.0198086, 0.0190639, -0.00187936, 0.139729, 137.134, 0.50841
4640, 0, -0.363001, 5.93432, 0.0378155, 0.0214791, 0.0271431, -0.0407831, -0.00518082, 182.286, 1.80125
4640, 1, -0.367549, 5.93892, 0.0293059, 0.0240722, 0.0262556, -0.171349, -0.100917, 133.358, 0.416594
4649, 0, 1.28613, 5.86448, 0.510841, 0.0210354, 0.0338258, -0.0547898, 0.18404, 65.5518, 1.15269
4658, 0, -0.0525316, 0.970425, -0.145937, 0.020065, 0.0180816, -0.0182505, 0.0575621, 140.119, 0.321878
4660, 0, -0.872391, 2.98556, 0.0362767, 0.0180601, 0.021137, 0.0533842, 0.0142486, 227.573, 1.00389
4669, 0, -0.453572, 0.988548, 0.122639, 0.0190546, 0.0194162, 0.016061, -0.0894645, 137.374, 0.170535
4670, 0, 0.812958, 3.74595, 0.0581191, 0.0237996, 0.0232704, -0.0639215, 0.134461, 69.8273, 0.648488
468, 0, -0.681971, 0.535994, 0.232507, 0.0192134, 0.0201158, -0.00298105, -0.136594, 694.017, 0.289964
474, 0, 0.190637, 4.54354, 0.0448334, 0.0181238, 0.0186748, -0.00163448, 0.0928094, 36.043, 0.241688
4693, 0, -0.277444, 0.108037, -0.261381, 0.0182327, 0.0207119, -0.050119, 0.0218324, 72.2059, 0.405705
4704, 0, 0.0284345, 4.086, -0.44355, 0.0183191, 0.0244816, 0.0146762, -0.000403531, 41.7623, 0.267692
4713, 0, -0.263425, 0.187301, -0.105432, 0.0210584, 0.0231212, 0.241059, -0.301582, 34.7445, 0.64056
4716, 0, 0.559225, 6.05543, 0.156077, 0.018465, 0.0200366, 0.00163736, -0.128871, 486.929, 1.03033
4720, 0, 0.473199, 1.65446, 0.232243, 0.0184942, 0.0206159, 0.00695023, 0.0772102, 552.278, 0.433216
4740, 0, 1.3847, 1.70739, -0.0626373, 0.0209086, 0.0715846, 0.156027, -0.20778, 58.507, 0.737363
4748, 0, 0.438671, 2.79984, 0.368133, 0.0204875, 0.0201359, -0.00783964, 0.15357, 216.347, 0.118347
4754, 0, -0.293467, 2.8081, -0.0054779, 0.0182825, 0.0196369, 0.00378123, 0.0513957, 37.7197, 0.656593
4761, 0, -0.31598, 0.163512, 0.139771, 0.0228537, 0.0174533, 0.000255337, 0.0889694, 8.88754, 0.961471
4762, 0, 0.181231, 0.883725, 0.146907, 0.0194831, 0.0186248, 0.00553835, 0.0938839, 41.3279, 0.9205
4764, 0, -0.619416, 5.79507, -0.195139, 0.0195754, 0.0197933, -0.0428704, -0.2087, 63.7224, 1.39992
4766, 0, -0.177413, 0.0958192, -0.614911, 0.0208324, 0.0232175, 0.214251, 0.321266, 21.1047, 0.997498
476, 0, -0.39995, 1.60436, -0.010515, 0.018913, 0.0199654, -0.0147651, 0.0609714, 410.66, 0.527079
479, 0, -0.858324, 2.06932, 0.215052, 0.0189052, 0.0269706, -0.00409253, 0.0340144, 548.037, 0.382272
481, 0, -0.977499, 1.9011, -0.151939, 0.0186848, 0.0552401, -0.154066, -0.0622438, 44.6457, 0.207814
484, 0, 0.908866, 2.88866, -0.420448, 0.0231535, 0.0195029, 0.105039, 0.316002, 24.473, 0.887426
4772, 0, 0.921142, 1.64815, -0.767532, 0.0239, 0.0185419, -0.00969006, 0.0837267, 16.0538, 1.28034
4774, 0, -0.697863, 4.09342, 0.267588, 0.0196934, 0.0214316, -0.142233, 0.00713764, 95.5004, 0.341959
4776, 0, 0.628096, 1.19772, 0.543894, 0.0181252, 0.019031, 0.0167838, 0.0612417, 38.0583, 0.378538
4780, 0, -0.212916, 5.06885, 0.048009, 0.020328, 0.0269175, 0.175854, 0.0346739, 26.2935, 0.360064
4782, 0, -0.977044, 4.04543, -0.146427, 0.0184992, 0.0201896, 0.00244926, 0.088473, 210.912, 0.574684
4784, 0, 0.348935, 4.46983, 0.33419, 0.0189788, 0.0201337, -0.0206083, 0.129303, 439.887, 0.927827
4789, 0, -0.714842, 0.127787, -0.0803677, 0.0187272, 0.0187885, 0.0222606, 0.11342, 280.189, 0.250579
4794, 0, 0.728488, 3.22028, 0.11155, 0.0187389, 0.0197867, 0.00424719, 0.179853, 620.312, 0.229556
4795, 0, 1.32061, 5.93934, 0.119513, 0.0188291, 0.0194122, 0.014451, -0.107424, 770.36, 0.367056
4802, 0, 0.965715, 0.614573, 0.506784, 0.0209791, 0.0232703, -0.20989, 0.312967, 25.7955, 0.768594
4804, 0, 0.328657, 4.96356, 0.0340481, 0.0183689, 0.0186579, 0.00336268, -0.02602, 95.6948, 0.200777
4816, 0, -0.173518, 0.153147, 0.172301, 0.0185499, 0.0212677, -0.0797063, -0.0712152, 91.799, 0.445371
4818, 0, 0.121602, 1.66505, -0.298378, 0.0182743, 0.0191566, -0.00181058, -0.0381438, 101.025, 0.269477
4823, 0, 0.0700778, 2.24224, 0.26643, 0.0194432, 0.0195679, -0.00837419, -0.046037, 371.406, 0.310088
4826, 0, 0.190304, 4.415, -0.191999, 0.0182583, 0.0195882, 0.00284658, -0.00782813, 36.573, 0.775419
4829, 0, -0.901438, 4.52737, 0.179145, 0.0196108, 0.0275539, 0.0106318, 0.115063, 150.06, 0.570143
4832, 0, 0.0120691, 5.51695, 0.289267, 0.0180491, 0.0343865, -0.0119722, 0.042444, 37.1759, 0.250298
4837, 0, -1.18951, 5.03507, -0.00611117, 0.0224302, 0.0296629, -0.0139648, -0.0620354, 45.0513, 1.07492
4851, 0, 0.783783, 4.18051, -0.121325, 0.0192535, 0.0187607, 0.0107112, 0.0680268, 380.423, 0.0976475
485, 0, 0.10506, 5.90553, 0.258613, 0.0186085, 0.0192969, -0.0146783, 0.132391, 378.69, 0.268053
492, 0, -0.272443, 4.36934, 0.261142, 0.0221541, 0.0446482, -0.161933, 0.0280622, 81.4026, 0.75161
492, 1, 0.433218, 2.80413, -0.0517257, 0.0182834, 0.0223504, 0.0108123, -0.0601934, 36.7864, 1.22399
4857, 0, 0.401473, 3.20151, 0.126561, 0.0186972, 0.0184143, -0.00860542, 0.0348885, 67.5141, 0.248481
4867, 0, 0.87575, 0.356513, 0.251548, 0.0207103, 0.0247929, -0.0898429, 0.0336916, 176.577, 0.342733
4869, 0, 1.16709, 2.48689, 0.0252743, 0.0185418, 0.0183837, 0.000990804, -0.173508, 112.07, 0.192284
4873, 0, 0.0845626, 3.36131, 0.414039, 0.0187892, 0.0189198, 0.000404592, 0.112869, 478.839, 0.181141
4886, 0, -0.804148, 3.81626, 0.233838, 0.0188145, 0.0194135, -0.00608923, -0.0187132, 750.348, 0.230122
4887, 0, 0.548853, 0.75006, 0.0904302, 0.0213949, 0.0228057, -0.0579121, 0.0165972, 178.946, 0.449212
4890, 0, 0.192108, 5.87466, 0.0402872, 0.0181993, 0.0183205, 0.0150134, 0.0450103, 33.0119, 0.199085
4891, 0, -0.558652, 3.24972, -0.138972, 0.0183692, 0.0193147, 0.00261638, -0.143587, 474.343, 0.362115
4895, 0, 1.02571, 0.269157, -0.228568, 0.0182163, 0.0277279, -0.00298705, -0.127667, 63.3223, 1.03664
4896, 0, 0.456502, 0.643442, -0.203852, 0.018715, 0.0199975, -0.00308101, -0.143972, 443.795, 0.566291
4917, 0, -0.119879, 5.6477, -0.0946711, 0.0185596, 0.0190345, 0.00159843, 0.00561607, 258.82, 0.257776
4921, 0, 1.07829, 2.9085, 0.10006, 0.0186394, 0.0202073, 0.0180974, 0.136245, 260.782, 0.250856
4929, 0, 1.0659, 4.87851, -0.0224751, 0.0191017, 0.0184852, -0.00293748, 0.098123, 60.5078, 0.439769
497, 0, 0.730381, 5.88551, 0.0409096, 0.0183924, 0.0199764, 0.00101223, 0.0181529, 600.819, 0.55232
498, 0, -1.19858, 3.12394, 0.12862, 0.0209048, 0.0523872, 0.377311, 0.140467, 52.8558, 0.53488
4939, 0, -1.01359, 3.97403, 0.128872, 0.0189918, 0.0525112, 0.0871608, -0.0747059, 49.8714, 0.316649
4948, 0, 0.122395, 3.80254, 0.163235, 0.0189586, 0.0204897, -0.00227954, 0.051713, 482.137, 0.690143
4965, 0, 0.781021, 5.7569, 0.129236, 0.0193907, 0.0235092, 0.00702985, -0.00309448, 510.312, 0.186639
4966, 0, 1.04395, 4.73399, 0.0254129, 0.01848, 0.0207238, 0.00569156, -0.0683785, 230.635, 0.494732
4969, 0, -0.375661, 4.12708, 0.33319, 0.0210226, 0.0216787, 0.00195684, 0.191857, 45.2624, 0.388639
4970, 0, 0.493395, 3.42866, 0.311711, 0.0193082, 0.0192387, -0.0097164, -0.1776, 649.24, 0.317867
4976, 0, 0.92342, 2.63613, -0.111766, 0.0180656, 0.064836, 0.0871784, 0.0149539, 45.8862, 0.132155
4981, 0, 0.137859, 1.84233, 0.332796, 0.0220058, 0.0183298, 0.00363393, 0.375722, 31.1044, 0.708277
4988, 0, -1.2379, 5.08722, -0.0311868, 0.0187075, 0.0251402, -0.0614128, 0.0434377, 136.41, 0.45955
4992, 0, 1.21169, 5.05741, -0.304148, 0.0241263, 0.0662995, 0.524819, -0.135749, 127.769, 1.28975
4996, 0, -0.733647, 5.4022, 0.0599931, 0.019462, 0.0197908, -0.0178567, 0.0498888, 541.087, 0.283782
4999, 0, 0.61249, 1.14186, -0.00933038, 0.0188083, 0.0196928, -0.0028449, 0.141927, 548.032, 0.291211
5002, 0, -1.28172, 3.57093, 0.588522, 0.0255315, 0.0223695, 0.132047, 0.0427895, 30.3543, 1.16494
5005, 0, 0.575318, 0.0273557, -0.154444, 0.0185233, 0.0187174, -0.0146891, -0.129322, 315.67, 0.203038
5013, 0, -1.07922, 4.31463, 0.0815739, 0.0185579, 0.0194593, 0.00960006, -0.190121, 136, 0.391057
503, 0, 0.890423, 1.0206, -0.0391188, 0.0187879, 0.0198439, 0.00772027, -0.00887687, 441.599, 0.268593
510, 0, -0.674017, 3.7508, 0.309166, 0.0196414, 0.0202464, -0.00395595, -0.149148, 692.619, 1.07157
5019, 0, -0.680269, 1.26585, 0.217056, 0.0187783, 0.0188756, -0.0020811, -0.058369, 243.271, 0.178896
5038, 0, -0.453436, 5.68282, 0.045143, 0.0188548, 0.0474439, -0.084082, -0.0114032, 68.339, 0.105424
5044, 0, -1.08519, 4.04171, -0.186856, 0.0210548, 0.0431189, 0.298098, -0.188497, 144.213, 1.04457
5049, 0, -0.242632, 4.00373, 0.312697, 0.0182654, 0.0187001, 0.000642606, 0.0428517, 96.0494, 0.0987781
5053, 0, 1.18135, 1.6629, 0.143432, 0.0213497, 0.0312807, -0.0152016, -0.0863982, 148.828, 0.70525
5054, 0, 0.347214, 5.83443, 0.423574, 0.0305295, 0.0553632, -0.16204, 0.0848203, 52.8328, 0.273121
5054, 1, -0.213274, 0.186632, -0.214905, 0.0219934, 0.0182299, -0.00823969, -0.0590371, 13.7615, 1.0059
5058, 0, 0.873751, 1.37051, 0.242303, 0.018665, 0.0185187, -0.0044448, -0.0115635, 140.545, 0.189768
5058, 1, -0.346528, 1.9448, -0.0754243, 0.0181424, 0.0187565, -0.000135589, 0.104242, 35.1796, 0.242746
5064, 0, 0.876343, 3.426, -0.27688, 0.0190531, 0.021834, -0.00203728, 0.0390497, 59.5186, 1.40728
5075, 0, -1.09595, 6.23944, 0.10344, 0.0186522, 0.0187565, 0.00535323, 0.198411, 221.741, 0.168949
5081, 0, -0.359222, 3.74656, -0.0493327, 0.0198711, 0.0195163, 0.00483933, -0.184413, 412.298, 0.59534
5089, 0, 0.0116603, 3.05079, 0.188319, 0.018263, 0.0195798, -0.0209551, -0.0133691, 73.6597, 0.322276
5090, 0, -0.47392, 0.627634, -0.0474256, 0.018588, 0.0207127, 9.10186e-05, 0.129891, 186.308, 1.21995
5092, 0, -0.490671, 4.49626, 0.127507, 0.0182138, 0.0229567, -0.00152691, 0.0585647, 72.5238, 0.575718
516, 0, -0.398336, 1.43652, 0.211559, 0.0184574, 0.0191822, -0.00464621, -0.100255, 491.729, 0.241426
5106, 0, 0.241405, 4.52946, 0.0665645, 0.0185478, 0.0184522, -0.000581949, 0.129772, 289.243, 0.184576
5107, 0, -0.510102, 0.563607, 0.0155606, 0.019118, 0.0199014, 0.00674703, -0.0358475, 112.127, 0.591075
5111, 0, 1.24399, 0.745335, -0.233892, 0.0203744, 0.0720261, 0.0584645, 0.114524, 97.5049, 0.63518
5112, 0, -1.33977, 6.07796, 0.0475037, 0.0184202, 0.0197357, -0.00473751, -0.0442743, 534.493, 0.276648
5113, 0, 0.36561, 4.82563, 0.18881, 0.0191297, 0.0194092, -0.00422459, 0.00181116, 499.706, 0.250412
5120, 0, -0.133481, 3.76534, 0.0775665, 0.0215706, 0.0194282, -0.0271022, -0.0145259, 28.5179, 0.751114
5124, 0, 0.947093, 3.10554, -0.0485996, 0.0214902, 0.0268958, -0.0284844, 0.0299102, 218.546, 0.444643
5127, 0, 0.912307, 1.38981, 0.055428, 0.0191885, 0.0187081, 0.0124886, -0.0940094, 52.9931, 0.550112
5129, 0, -1.30522, 2.11891, 0.102646, 0.0181246, 0.0183091, 0.0121567, 0.0190154, 64.4107, 0.154449
5130, 0, -1.15036, 3.9026, 0.148466, 0.0188319, 0.0223953, -0.0125749, -0.0839503, 712.909, 0.257572
5139, 0, 0.869773, 3.91765, 0.335053, 0.0191247, 0.0187603, 0.00507387, -0.0443069, 246.901, 0.263838
5146, 0, 0.100256, 4.33822, 0.233148, 0.0190609, 0.019038, -0.0175533, -0.110902, 50.822, 0.438874
5147, 0, 0.832231, 2.53357, 0.0790696, 0.0198612, 0.0203369, -0.0120819, -0.0162534, 510.793, 1.17136
5156, 0, 0.551977, 4.09322, 0.156169, 0.0198602, 0.0190985, -0.00149322, 0.0189449, 255.808, 0.79262
5160, 0, 0.138971, 0.0740669, 0.062684, 0.0186128, 0.0195937, -0.00813266, 0.0306538, 502.802, 0.349464
5174, 0, 0.80389, 4.95315, -0.0539511, 0.0193623, 0.0584236, 0.270183, 0.255904, 77.5672, 0.10718
5175, 0, -0.328683, 4.48224, 0.113851, 0.0182785, 0.0193297, 0.00540723, -0.189906, 45.5097, 0.528883
5180, 0, -1.07691, 1.76687, 0.0940041, 0.0181758, 0.0319105, -0.0124396, 0.072094, 86.9484, 1.03365
5181, 0, -0.678169, 3.41368, 0.137271, 0.0185752, 0.0259427, 0.0274959, 0.0828312, 494.263, 0.206601
5182, 0, -1.34012, 5.3671, -0.196039, 0.0179648, 0.0301297, -0.0112711, -0.113425, 254.046, 0.589855
5184, 0, -1.15058, 5.0451, 0.0877142, 0.0230426, 0.0579538, 0.338174, 0.136151, 89.2025, 0.523365
5187, 0, -1.35841, 4.08503, 0.102808, 0.0186703, 0.0201687, -0.00382518, -0.147667, 371.374, 1.06375
5190, 0, -0.458385, 5.33035, 0.0721781, 0.0190538, 0.0184409, 0.00858755, -0.0427278, 92.3961, 0.271384
5192, 0, 0.143039, 3.65528, 0.363141, 0.0196669, 0.0202882, 0.0178822, 0.0214785, 458.413, 0.430542
5195, 0, -0.278483, 4.01729, -0.152521, 0.0179964, 0.0226504, -0.0218849, 0.162616, 45.0304, 0.170473
5196, 0, -1.1256, 2.34996, 0.109336, 0.01888, 0.0188859, 0.0223009, -0.0436345, 57.2284, 0.39786
5204, 0, -0.490803, 3.26924, 0.319112, 0.0183336, 0.0185602, -0.00243135, -0.209474, 94.7725, 0.202169
5219, 0, 1.00907, 0.953082, 0.282552, 0.0184202, 0.0186873, 0.00265247, 0.0411018, 787.982, 0.150881
5226, 0, -0.488208, 0.210907, -0.0632641, 0.018848, 0.0202686, 0.0160809, -0.104904, 537.542, 1.19699
5244, 0, -0.11369, 0.689586, 0.325934, 0.0215072, 0.0203734, 0.17422, 0.101138, 16.1644, 0.666047
5246, 0, -0.702691, 0.186743, 0.235785, 0.019919, 0.020367, -0.0263406, 0.0797769, 311.863, 0.659441
534, 0, 1.26, 0.958208, 0.139851, 0.0196071, 0.023143, -0.00858275, 0.0242816, 746.847, 1.02254
5257, 0, 0.225462, 0.411676, 0.209286, 0.0184671, 0.0191817, 0.00720376, -0.0628222, 475.03, 0.222059
5260, 0, 0.295459, 5.88158, -0.0410041, 0.0186211, 0.0199629, 0.00158676, 0.0845563, 296.738, 0.924066
5269, 0, 0.175773, 1.19511, -0.125161, 0.0192341, 0.019193, 0.018088, -0.010752, 270.88, 0.247152
5277, 0, 0.810846, 4.82742, 0.0663639, 0.0199382, 0.0191843, -0.00247646, -0.140981, 592.419, 0.776339
